,subscriber,income,healthcare,quality childcare,education,affordable housing,children health insurance,# of children younger than 8,employment,children relationship score
292,03ddfb75-d725-4514-b648-c7cd34f1524d,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,68.0
293,03e2030d-5a66-46c9-a9ca-7538840f7ba4,,,,,,Don't Know,,,
294,03e882b2-16a8-4b9f-be8b-cff3a2e296e0,,,,,,Private (through parent/caregiver),,,
295,03eafeff-df97-4328-8e45-405039821191,,,,,,Private (through parent/caregiver),,,
296,03eb83a7-a84d-42fd-9ba9-818d9acb481c,,,,,,,,,
297,03f07989-e986-4f57-803b-660a2e7d8806,,,,,,Medicaid or CHIP,,,
298,03f0a9b2-8123-45cf-aced-8cf4327547d0,,,,,,Medicaid or CHIP,,,
299,03fa81e3-0d29-4589-ac82-a48a43c60347,,,,,,Private (through parent/caregiver),,,
300,03fcaa76-2cea-4b49-8dff-e2eced67302a,,,,,,,,,
301,03ff18b7-46ee-43cc-b058-01c3253f3386,,,,,,Private (through parent/caregiver),,,
302,040ddaad-9094-453f-a24f-5bcd58b75e83,,,,,,Private (through parent/caregiver),,,
303,0412feff-8224-4c32-82a4-5fcd9d3cd9b9,,,,,,,,,
304,0415545f-b672-4dca-8a12-4fc574e0a287,,,,,,Medicaid or CHIP,,,
305,04181a11-178b-474c-bdd2-8a4d1474324f,,,,,,Private (through parent/caregiver),,,
306,0420e448-78d0-410e-9e01-11f78c85ff69,,,,,,Private (through parent/caregiver),,,
307,04240097-9911-41bc-82b2-6c115b0badd4,,,,,,Private (through parent/caregiver),,,
308,042708d7-0521-4d10-9039-9d59096b41b6,,,,,,Don't Know,,,
309,042b5458-3093-4b66-bbf4-7bd5187ece0e,,,,,,,,,
310,042c040d-75f0-47a8-ad0c-5e4b8524c030,,,,,,Private (through parent/caregiver),,,
311,043bfe85-92cf-4d32-9f7e-5b6c663e0839,,,,,,Medicaid or CHIP,,,
312,043cc257-39db-4b50-8898-c57ab20b2d75,,,,,,Private (through parent/caregiver),,,
313,043e724a-4379-4467-8f2b-30550354c839,,,,,,Don't Know,,,
314,043fb612-8a81-4a57-b1ba-05b6a5741e63,,,,,,Private (through parent/caregiver),,,
315,044199b8-c62b-414f-bc9b-0af71a386e5b,,,,,,Don't Know,,,
316,04492506-6f2f-404a-b308-8818487b99a1,,,,,,,,,
317,044a4e63-cc64-45e6-9819-f4c856df7e43,,,,,,Private (through parent/caregiver),,,
318,044b055c-08a4-4f0e-8b16-5da9dc4c94d8,,,,,,Medicaid or CHIP,,,
319,044e2d6c-1e8a-4e08-b965-74253ed90183,,,,,,Private (through parent/caregiver),,,
320,04560fa6-fbc2-4407-88fd-37194c44a599,,,,,,Private (through parent/caregiver),,,
321,045880ce-b635-474d-8650-2f4fd069e1cb,,,,,,,,,
322,045b81fb-bafa-434d-adee-0c12ead915c1,,,,,,Medicaid or CHIP,,,
323,045baf88-3bdb-4afd-8fa0-b48edaaef734,,,,,,Medicaid or CHIP,,,
324,045c7900-16a7-4af5-8fae-6a8f08209b92,,,,,,,,,
325,045d037e-1bba-49eb-aa0a-f358756d3a07,,,,,,Private (through parent/caregiver),,,
326,04608d71-8a49-4366-a898-9504e493d23a,,,,,,Private (through parent/caregiver),,,
327,046176a3-d9c6-4a5a-b686-2a54903c7754,,,,,,Private (through parent/caregiver),,,
328,046ea6f4-b643-4416-89e9-46774600a8d2,,,,,,Private (through parent/caregiver),,,
329,04707f16-949e-4e9c-93a9-775788cd24e5,,,,,,,,,
330,0471eb61-f374-44f2-aa80-a9a2302d3edf,,,,,,Medicaid or CHIP,,,
331,0473fcdc-ee70-4f84-89eb-413841f56fdd,,,,,,,,,
332,04760621-ab0b-4291-9f5f-07dca9d156b0,,,,,,,,,
333,047be9bb-4cc5-4a31-b67d-c82866e2d460,,,,,,,,,
334,04823d77-20ef-451d-8e99-af2e1fe51b38,,,,,,Private (through parent/caregiver),,,
335,04866fd5-5864-459a-8ce0-8f555de3f7ee,,,,,,Private (through parent/caregiver),,,
336,048849e5-8118-4ff6-af62-cfdae6f4545a,,,,,,Medicaid or CHIP,,,
337,048e3ac8-190f-483d-b7db-e6149f7e6f46,,,,,,Private (through parent/caregiver),,,
338,048fe83b-5d41-4bb7-8549-cbfdb3f0402c,,,,,,Private (through parent/caregiver),,,
339,0491749f-1c6c-45f0-b732-a691f1f7b55d,,,,,,Private (through parent/caregiver),,,
340,04941301-c6b7-4d07-8bb6-2bf435c5e8c7,,,,,,,,,
341,04a3a0f4-69b2-4a41-9217-a3112a9aa870,,,,,,Private (through parent/caregiver),,,
342,04a3c5ea-4bfd-4ca5-ab88-566e6d3d090c,,,,,,Private (through parent/caregiver),,,
343,04a3f31c-3755-43bf-a075-a196db26a754,,,,,,Private (through parent/caregiver),,,
344,04a4ec46-3548-4445-ada1-1ef0d7c5ad0f,,,,,,Private (through parent/caregiver),,,
345,04a5b5a9-b83b-4f76-bc2a-49ec7d5469a3,,,,,,Medicaid or CHIP,,,
346,04a5bb74-b60e-43b2-8185-59d4cff1c8dd,,,,,,Medicaid or CHIP,,,
347,04a85fff-1131-4f4c-b11a-7cce949c8fe3,"$50,000 to $75,000",Yes,N/A,,Yes,Private (through parent/caregiver),1,Full-time homemaker,
348,04b69642-c432-42d8-9ace-0dc45e1688d0,,,,,,Private (through parent/caregiver),,,
349,04bc3ba5-d5e0-462f-82a0-b5e438d883c9,,,,,,Don't Know,,,
350,04c2d2c3-1059-42b9-bd81-027d0095faa0,,,,,,Medicaid or CHIP,,,
351,04c315ae-9a72-48eb-b425-032dee092974,,,,,,Medicaid or CHIP,,,
352,04c93d38-e269-4361-a55a-af026414c791,,,,,,Medicaid or CHIP,,,
353,04c94b5f-4062-4428-9fd6-d557b57cb744,,,,,,Private (through parent/caregiver),,,
354,04c9d08f-2736-4008-9196-63f8ddebbe9b,,,,,,Medicaid or CHIP,,,
355,04c9f275-d491-45af-94a0-1cfb7d01d86b,,,,,,,,,
356,04cca3da-3015-4762-926d-a152dcd88f16,,,,,,Medicaid or CHIP,,,
357,04cccbaf-3861-465b-8be9-2dce5781567f,,,,,,,,,
358,04ce560a-b0ad-4beb-866f-f43f792eceab,,,,,,Don't Know,,,
359,04d22f7d-b0e0-43a6-a9b4-99d20ff78081,,,,,,,,,
360,04d58e59-9321-4629-98c3-fe26f2bf6d2e,,,,,,Private (through parent/caregiver),,,
361,04da6a9a-e089-4c44-8392-786288bc9209,,,,,,Private (through parent/caregiver),,,
362,04da8d81-3ff9-4d8d-9807-15149dcf0cd7,,,,,,,,,
363,04e7bc56-a624-4ff3-b81b-893a10e329f5,,,,,,Medicaid or CHIP,,,
364,04e9a86c-cf81-4879-8ca6-86ecea0bd7c9,,,,,,Private (through parent/caregiver),,,
365,04ee88fd-ec9c-450c-836e-f95217c311e3,,,,,,,,,
366,04f0c0d7-519c-440e-a0e3-51514b129165,,,,,,Medicaid or CHIP,,,
367,04f24331-1d81-4637-a5e0-b68c387d478c,,,,,,Medicaid or CHIP,,,
368,04f72639-5d18-45f2-9c84-e456086315f2,,,,,,Private (through parent/caregiver),,,
369,04fdd675-81d5-4b88-8d8d-641b7bf33de0,,,,,,Private (through parent/caregiver),,,
370,050351b0-7ad2-424e-9887-bfca3c87543a,,,,,,Private (through parent/caregiver),,,
371,05101977-8474-4dec-b96f-1f1279db9675,,,,,,Private (through parent/caregiver),,,
372,05127214-30d7-438e-a833-a69bc73a548b,,,,,,,,,
373,05152af7-ce29-4ae5-8229-533514b4b273,,,,,,Medicaid or CHIP,,,
374,051b6dd4-28f7-4c66-80bc-17c8b24b5838,,,,,,Private (through parent/caregiver),,,
375,051fff08-cfbf-4141-9deb-26fbc00634a3,,,,,,,,,
376,052cc79a-5589-4d1a-b4bc-6b2f506da6d9,,,,,,Don't Know,,,
377,052e4a68-347c-4040-8922-95a3a649fe9c,,,,,,,,,
378,0531e8a1-4873-4a46-8dde-a9499c013300,,,,,,Medicaid or CHIP,,,
379,053367de-40cf-4bca-bff5-b5e98854bc97,"$50,000 to $75,000",Yes,Yes,,No,Private (through parent/caregiver),1,Employed full-time outside of the home,79.0
380,0534f099-daf5-4236-a5a6-89198b6d3c88,,,,,,,,,
381,053770ef-d80a-480b-bfe4-5795cb6e996f,,,,,,,,,
382,053a9850-3333-4837-850a-f8b3a12f28b7,,,,,,Private (through parent/caregiver),,,
383,053c466f-0bcc-4460-80aa-a6e3ec73d3ea,,,,,,Medicaid or CHIP,,,
384,053f578e-cb86-4fe0-841b-35eb4a37d4fe,,,,,,Private (through parent/caregiver),,,
385,0541e3b0-b239-43e5-b56c-9e12e8e3271a,,,,,,Private (through parent/caregiver),,,
386,05429fbe-85af-4357-b324-ea7cc3dd9a94,,,,,,Private (through parent/caregiver),,,
387,054aa9f2-ce51-4f7e-9525-f24e93a138ac,,,,,,Medicaid or CHIP,,,
388,054c036b-9846-4d1d-ab2c-462de9c33bdd,,,,,,Private (through parent/caregiver),,,
389,054e92d1-e033-4a2d-a8a5-cd6f7b50667c,,,,,,,,,
390,054ec641-3d24-4c10-ac04-45d7af6673c2,,,,,,Medicaid or CHIP,,,
391,054ffad5-9222-4fa5-92ff-8c8800c9f795,,,,,,Private (through parent/caregiver),,,
392,05534904-e333-4ca3-9e5f-6ae244963ef2,,,,,,Medicaid or CHIP,,,
393,0554593c-acef-4260-823a-8d9772de07f3,,,,,,Private (through parent/caregiver),,,
394,055627ca-348e-4947-958f-4fc7d9b4dcdd,"Under $50,000",Yes,N/A,,No,Private (through parent/caregiver),1,Not employed and looking for work,76.0
395,05566d73-17fc-49d1-811e-c5dccc4476b5,,,,,,Private (through parent/caregiver),,,
396,0558cffe-4807-4e76-9ccc-4456d3f4384d,,,,,,Medicaid or CHIP,,,
397,055a1675-e9ae-4cfa-93bb-698bc54dd510,,,,,,Private (through parent/caregiver),,,
398,055c3a77-5f0d-4ea7-b436-b22bb606690c,,,,,,,,,
399,055d587a-3eb2-4e96-bed3-6ee9b06dfd2f,,,,,,,,,
400,056145d6-7d8f-4444-a6ed-394d45ee7a04,,,,,,Medicaid or CHIP,,,
401,0563df62-576f-4cda-b2b4-a9c2d3c2d32b,,,,,,Medicaid or CHIP,,,
402,0564a941-314b-4ef7-bcdb-e3b743037b43,,,,,,Medicaid or CHIP,,,
403,0566dc94-8f5f-4b75-ba4a-7c8588d9a6d5,,,,,,Private (through parent/caregiver),,,
404,0574dd95-8f97-4990-8dad-9268cfa01ca4,,,,,,Don't Know,,,
405,05788706-2245-4e49-8db9-bcd21bdc2b30,,,,,,Medicaid or CHIP,,,
406,057f217b-de16-4eff-9378-a6b92f092c85,,,,,,Don't Know,,,
407,057fd28a-dd7f-4105-bfc1-02eece8af7c6,,,,,,Private (through parent/caregiver),,,
408,058141b6-c76d-4437-8fa3-8f345ab08632,,,,,,Private (through parent/caregiver),,,
409,0581d305-4b8f-4bde-9884-4483f1219896,,,,,,Private (through parent/caregiver),,,
410,0584a141-eb43-4143-aca5-8954d729b2f8,,,,,,,,,
411,0588077b-4973-4139-9974-107b27e794ca,,,,,,Private (through parent/caregiver),,,
412,0589a2e9-c9c9-44d3-bf47-196493b232a1,"$50,000 to $75,000",No,No,,Yes,Private (through parent/caregiver),1,Employed part-time outside of the home,68.0
413,058ec0d3-93f2-4548-b154-066f4415187d,,,,,,,,,
414,058fa96d-fe6d-4a6c-84b5-7e9f79fc682b,,,,,,Private (through parent/caregiver),,,
415,0590b60b-86c4-4b45-a9d5-04a7494f3743,,,,,,,,,
416,0595fa12-aaec-417f-bf3e-f44570415411,,,,,,Medicaid or CHIP,,,
417,05993c1b-5ae9-439a-8d76-313df9304922,,,,,,Private (through parent/caregiver),,,
418,059a4f44-42a7-4c89-b75a-e700e03555d7,,,,,,Private (through parent/caregiver),,,
419,059b16bf-2b05-4728-8088-c7f2d41773d3,,,,,,Private (through parent/caregiver),,,
420,059eca28-d9c1-4005-9a5c-bdc70e43a824,,,,,,Private (through parent/caregiver),,,
421,059f5d31-6626-42e9-8c97-692da945429c,,,,,,Medicaid or CHIP,,,
422,05a68f53-d30e-4e50-8b88-06ba3f80a6d3,,,,,,Private (through parent/caregiver),,,
423,05a9439f-5389-4021-9657-32c666c39189,,,,,,Medicaid or CHIP,,,
424,05ae7bea-fb09-4280-932e-67db234d1538,,,,,,Private (through parent/caregiver),,,
425,05b27b1f-2534-4722-9058-8930e719d9a2,,,,,,Private (through parent/caregiver),,,
426,05b328dd-4b50-4916-9101-78ba1c9accc3,,,,,,Private (through parent/caregiver),,,
427,05b45c13-823b-4044-9bfb-07956a949abc,,,,,,Medicaid or CHIP,,,
428,05ba709c-2eba-44a1-b662-d97503520eb8,,,,,,Private (through parent/caregiver),,,
429,05be449a-8db8-42a8-ac06-8f067860ae54,,,,,,Don't Know,,,
430,05be5f7f-054e-4ac9-9d70-c48cbe624f6c,,,,,,Private (through parent/caregiver),,,
431,05bee2e4-59fb-4f14-bbc5-868e83b0b1de,,,,,,Private (through parent/caregiver),,,
432,05bfaefb-49dd-4112-b06f-f715de93220a,,,,,,,,,
433,05c23a17-bdb1-4340-8d0c-7d4cc57897fa,,,,,,Medicaid or CHIP,,,
434,05d045d2-c44a-449b-b5d4-c1efd06de317,,,,,,Private (through parent/caregiver),,,
435,05d56313-5336-4585-9501-c1b3a5b08d17,,,,,,Medicaid or CHIP,,,
436,05d7b90d-9877-470f-b3b3-8dd80a5dd5f1,,,,,,Medicaid or CHIP,,,
437,05d8e095-d3b6-4cab-bd90-f614464f9aa7,,,,,,Private (through parent/caregiver),,,
438,05e62e08-2213-4975-9335-993465aa9e4a,,,,,,,,,
439,05ec9e44-730d-401e-8be0-e2ddbd557a70,,,,,,Private (through parent/caregiver),,,
440,05ef84b7-821e-46ac-9867-6d66bae79549,,,,,,Private (through parent/caregiver),,,
441,05f70ec4-86dc-4753-af09-fa71a429a4ba,,,,,,,,,
442,05fa0d00-32c3-4512-95ba-e6aa9399f44c,,,,,,Private (through parent/caregiver),,,
443,06024868-1e47-4ce2-9297-a9f9191f4c01,,,,,,Private (through parent/caregiver),,,
444,060347fc-5cc0-4f7b-bd65-c4c8c097794b,,,,,,Private (through parent/caregiver),,,
445,06133def-9a55-40f8-8c67-446ae46f14f1,,,,,,Medicaid or CHIP,,,
446,06187666-f4cd-42b3-945e-63a6d62b5f0e,,,,,,Medicaid or CHIP,,,
447,0618e250-dfb7-4559-a15f-82c23190c1a5,,,,,,Private (through parent/caregiver),,,
448,0619655d-a9f4-4c98-9a9c-f7d6322dc047,,,,,,Medicaid or CHIP,,,
449,061f17f9-48f2-46b1-a84f-07eed1a4569a,,,,,,Private (through parent/caregiver),,,
450,06275235-b1fa-4849-b5a8-0c7cba3c7ae3,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),2,Employed full-time outside of the home,72.0
451,062945c3-2f2c-417d-aae2-9dd7776d0262,,,,,,Private (through parent/caregiver),,,
452,062de33c-c001-4663-8341-08b112d5f0d7,,,,,,Private (through parent/caregiver),,,
453,062eac1b-a035-4e63-a9d1-5dc4b2dc301b,,,,,,,,,
454,063423d8-449d-442d-924c-3e837717db0e,,,,,,Private (through parent/caregiver),,,
455,06372f16-43eb-4324-89cd-8d24d1d8f6b3,,,,,,,,,
456,063f5833-9cb9-4ba3-9278-c1a599469607,,,,,,Private (through parent/caregiver),,,
457,06407c60-e428-44e8-b8a1-f414c1ccff65,,,,,,Private (through parent/caregiver),,,
458,0641989d-ec21-4678-af7e-d1ff0676a157,,,,,,Private (through parent/caregiver),,,
459,06494af9-ab97-4260-b001-2da5557b4d9d,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,68.0
460,065a0cc5-6f91-4698-9ffd-5ef96294281e,,,,,,Private (through parent/caregiver),,,
461,065c99da-5088-41b4-82d6-2f99cc85760c,,,,,,,,,
462,0661130f-b351-4007-b502-5e76b26853a9,,,,,,Medicaid or CHIP,,,
463,06612fad-8d2c-44b7-b37c-cf2665e8b13c,,,,,,None,,,
464,0668a7ea-88e2-468b-bd50-b896a8109915,"$50,000 to $75,000",Yes,No,,No,Private (through parent/caregiver),1,Not employed and looking for work,55.0
465,066be30e-1e97-4249-abdf-94a1df912a0e,,,,,,Medicaid or CHIP,,,
466,0671626f-8533-4b84-8585-b8e7ae442a6e,,,,,,Private (through parent/caregiver),,,
467,0673f7de-0f7c-4725-b93f-7494417e2dd6,,,,,,Private (through parent/caregiver),,,
468,06829f63-0455-4ca0-ad44-a6a0e3d98b19,,,,,,Private (through parent/caregiver),,,
469,0684fe5e-f996-44a5-82eb-211617b3eecd,,,,,,Medicaid or CHIP,,,
470,06939119-3199-4d6a-8aa3-8dd26da2d27e,,,,,,None,,,
471,0696f881-6c85-46cb-a641-e91087ab7ff2,,,,,,,,,
472,069e83a3-579d-4593-bffb-36fb2b118a0d,,,,,,Private (through parent/caregiver),,,
473,06a188b5-6963-4fc9-a3c0-4a719684432e,,,,,,Medicaid or CHIP,,,
474,06a83983-faa0-4991-8d64-aeb1c49d19e4,,,,,,,,,
475,06b04b0a-8606-48b2-b34a-a224ee30a951,,,,,,None,,,
476,06b460e9-3c6a-4cbd-935a-e49574d13b35,,,,,,Private (through parent/caregiver),,,
477,06b97788-7e87-42be-ace0-a720e5dcf334,,,,,,Private (through parent/caregiver),,,
478,06bcce16-c7ec-4de7-8bef-13e86093cc29,,,,,,Medicaid or CHIP,,,
479,06d27630-e1d7-4567-8c22-a670831693be,,,,,,Private (through parent/caregiver),,,
480,06d3c448-8c45-4a8d-a82b-3fc09359a488,,,,,,Private (through parent/caregiver),,,
481,06d5ac11-5699-4b19-abeb-93b1417259d5,,,,,,,,,
482,06d79b18-1269-4ae3-9144-bb93a288ace3,,,,,,,,,
483,06debd8f-a39a-4b24-82fa-69f0f7a59a17,,,,,,Private (through parent/caregiver),,,
484,06df04d3-6dfd-4556-9c40-0d25c0fb7b67,,,,,,Private (through parent/caregiver),,,
485,06df8bcd-398d-404c-81a5-d781b93c2775,,,,,,Private (through parent/caregiver),,,
486,06e12464-ba7d-4ba1-a9c7-a8af3a440cd9,,,,,,Private (through parent/caregiver),,,
487,06e6a0e6-d8fc-4391-b0fd-706bce5a4ea8,,,,,,Medicaid or CHIP,,,
488,06e9c43b-6d55-4207-90f8-c56c02b63b8b,,,,,,Private (through parent/caregiver),,,
489,06ea6eb0-1a5d-4c10-9eb7-e6ee76890469,,,,,,Private (through parent/caregiver),,,
490,06ed3c8f-baf0-4ea0-9642-a4b00fec8181,,,,,,,,,
491,06f29c0b-38d5-4fcb-98a3-e0147539de1a,,,,,,Don't Know,,,
492,06f29fba-f5b5-4e0a-ab88-7335c3dafb68,,,,,,Private (through parent/caregiver),,,
493,06f715a6-9292-4652-afc4-d3d58b80fa70,,,,,,None,,,
494,06f7bbbd-caad-4446-8263-4ea16ee9722a,,,,,,Medicaid or CHIP,,,
495,06fa4f36-b90c-4d22-a79e-51d57af5e785,,,,,,Private (through parent/caregiver),,,
496,07097037-fa8b-47f3-814f-f1770a3c4e9f,,,,,,Private (through parent/caregiver),,,
497,070f965d-22e4-49dc-97fb-619326fe5694,,,,,,,,,
498,070fe450-2a36-4630-a7bd-d77abfe6801a,,,,,,Medicaid or CHIP,,,
499,0710ac48-15fe-4d85-89dd-5d6f9937a8f6,,,,,,,,,
500,0718d650-3af5-4c06-b382-3b02335d5806,,,,,,,,,
501,071aaa54-fe2a-4560-b30d-b7053871d2ec,,,,,,Medicaid or CHIP,,,
502,071ddb33-030d-4523-9ea7-a999a675f6fb,,,,,,Private (through parent/caregiver),,,
503,071f7a18-f5bc-46fa-b486-eb87dbebe5a8,,,,,,,,,
504,07202064-13f6-4590-9b5f-95d5d943013c,,,,,,Medicaid or CHIP,,,
505,07220d35-f7a0-4054-a7be-ef715eaccaae,,,,,,,,,
506,07235bfd-b85c-4c06-8ad3-7633266d810d,,,,,,,,,
507,0723ec31-e564-47d1-892c-30d8ecfef98b,,,,,,Private (through parent/caregiver),,,
508,0725a74c-0fe3-421d-b5a2-fd1b29727d54,,,,,,Private (through parent/caregiver),,,
509,072e2661-d50a-4679-99ca-a6d092d61ee9,,,,,,Private (through parent/caregiver),,,
510,0730604a-5929-458d-9853-f4e3f607d58d,,,,,,Private (through parent/caregiver),,,
511,0731d0a3-27b0-4887-bdf2-b2aeb6609e93,,,,,,,,,
512,073b5b43-ef39-4b17-8b6e-9ec2b9d1cdb7,,,,,,Private (through parent/caregiver),,,
513,07434f1a-53a4-4e24-b70e-8161f67a3e2e,,,,,,Don't Know,,,
514,0748ff5a-0357-40ee-9d3c-e07df9ae0a2d,,,,,,Medicaid or CHIP,,,
515,0751750f-5f21-46e2-96c3-48ab4308cb33,,,,,,Medicaid or CHIP,,,
516,0762caab-78c6-4260-bc75-188b5bd88749,,,,,,Private (through parent/caregiver),,,
517,0765bd3e-e12e-463d-84ed-0809604934c4,,,,,,Medicaid or CHIP,,,
518,0766208e-3973-425d-8267-b709f6c597d7,,,,,,,,,
519,07695367-6424-475f-99c5-8b9e485dfcad,,,,,,Medicaid or CHIP,,,
520,076b4288-2abd-4be7-b0ed-329454d59e4d,,,,,,Medicaid or CHIP,,,
521,076d8def-b1de-477c-b7a6-b0c0d7eb1678,,,,,,Private (through parent/caregiver),,,
522,076da928-a9e8-4b27-b640-79f7070ca7bf,,,,,,Medicaid or CHIP,,,
523,0773efe9-2293-4181-8b1c-3d6fc8207bc5,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,Full-time homemaker,86.0
524,07761bda-634d-488a-88b2-d80055cf27ac,,,,,,,,,
525,0778bf27-9fc0-4a6c-a5a1-66500e05058a,,,,,,,,,
526,077b6de3-d729-49a8-9f58-8f0701ffef16,,,,,,Medicaid or CHIP,,,
527,077f1684-562c-46e1-a73b-d4c3548812bb,,,,,,Medicaid or CHIP,,,
528,07839abc-a69c-4ff8-a295-0a75b4e95b7a,,,,,,Medicaid or CHIP,,,
529,07859c42-9e7e-4d20-aa87-6041c313b301,Do not know,Yes,Yes,,Yes,Don't Know,4,Full-time homemaker,81.0
530,07864609-dd57-4ac2-a976-4a629f247b65,,,,,,Private (through parent/caregiver),,,
531,078ccaff-5b2d-44b7-a4e3-5663d0692aa0,,,,,,Private (through parent/caregiver),,,
532,07906091-02ad-496f-8e2c-ccd5cbcc5527,,,,,,,,,
533,07a1ae2f-fd44-4afb-9e10-eef88e49f191,,,,,,Medicaid or CHIP,,,
534,07a4f889-303a-4f90-b126-b211e1445346,,,,,,,,,
535,07a78936-008f-41d3-98ab-8822c5ffae53,,,,,,,,,
536,07aa9b87-6292-4edc-9185-949708bf2b8d,,,,,,Private (through parent/caregiver),,,
537,07b2a0bf-42fd-4674-9f38-de8f5885f42b,,,,,,Private (through parent/caregiver),,,
538,07b97223-0c85-4a2b-bcd0-c2cef6445748,,,,,,Private (through parent/caregiver),,,
539,07b9d570-39c0-4daa-b3fc-c057f9fb1fc2,,,,,,Private (through parent/caregiver),,,
540,07be6c8c-2411-444e-9d14-1f349767c158,,,,,,Private (through parent/caregiver),,,
541,07c57938-eb95-41bc-a497-d31919e3de53,,,,,,,,,
542,07c774a6-b7c8-411d-9efa-a03946e194ac,,,,,,Medicaid or CHIP,,,
543,07ca2694-73b0-4583-ae6f-09f773569c88,,,,,,Private (through parent/caregiver),,,
544,07ce5e11-144a-4ad9-8caa-097df16b67e4,,,,,,Medicaid or CHIP,,,
545,07d49cad-e406-49b0-be46-cf0653fbb033,Do not know,Yes,Yes,,Yes,Medicaid or CHIP,1,Employed part-time outside of the home,74.0
546,07d641fd-94b8-4d1a-ab5f-14bc314ed3df,,,,,,Private (through parent/caregiver),,,73.0
547,07d87ba9-cfc5-42ab-9267-c7f059bbb9f5,,,,,,,,,
548,07d9a2ff-4ebc-4ec3-a178-25224e79261f,,,,,,Private (through parent/caregiver),,,
549,07d9e06b-59f7-49b5-a9ec-fdb98a68bdeb,,,,,,Medicaid or CHIP,,,
550,07db052c-674f-4ee9-9882-6d1496e61dbd,,,,,,Private (through parent/caregiver),,,
551,07dbd221-5d7b-4843-b6f4-f1cea8a35b21,,,,,,,,,
552,07e2dcf2-2e32-412d-a0a9-9846250423a9,,,,,,Private (through parent/caregiver),,,
553,07e35a7c-9884-487e-acf0-cd861fe78244,"Under $50,000",Yes,No,,No,Medicaid or CHIP,1,Employed full-time outside of the home,67.0
554,07e5b6c5-11ec-42b2-85ef-6e6caf467f51,,,,,,Private (through parent/caregiver),,,
555,07e5ea21-b940-4c83-b962-65e78fd55af4,,,,,,Medicaid or CHIP,,,73.0
556,07e767fe-c8ce-4771-bdf6-c7d7e95d34ca,,,,,,Private (through parent/caregiver),,,
557,07f04cc2-1060-45bd-aa29-0b2bf3a4f08e,,,,,,,,,
558,07f2c330-4166-436d-adc1-00848c4d05de,,,,,,Private (through parent/caregiver),,,
559,07f44e99-64d0-4db6-9c69-498c0e9bef6b,,,,,,Medicaid or CHIP,,,
560,07fe5792-84e2-47a4-be63-9f908606f2ec,,,,,,,,,
561,080027c8-9767-4eca-add5-69ce787038ab,,,,,,Private (through parent/caregiver),,,
562,0803ee6e-d308-46b2-bc3e-e674332de348,,,,,,Private (through parent/caregiver),,,
563,0806fcc7-bc84-473b-af56-5c62273c8826,,,,,,Medicaid or CHIP,,,
564,080b5266-7db9-4f8e-8636-7af59cb42873,,,,,,Private (through parent/caregiver),,,
565,080c3348-386c-46e7-942d-9bba4e4f0e24,,,,,,Private (through parent/caregiver),,,
566,080f7508-76f7-4f16-910c-3e75972a0764,,,,,,,,,
567,08104a85-8cfb-432d-a368-b2037d440cbd,,,,,,Private (through parent/caregiver),,,
568,081391c4-9218-4a6d-b526-3b0325d410c6,,,,,,Private (through parent/caregiver),,,
569,0813f3db-706a-4f98-b4fe-ab0b8c50444c,,,,,,None,,,
570,081442d9-d7e0-4da6-95e1-500747a1e126,,,,,,Medicaid or CHIP,,,
571,081d3e80-7214-4134-a174-f9e8e31382dc,,,,,,Private (through parent/caregiver),,,
572,08202625-e9ed-4e6b-a42c-bd07d1db14d7,,,,,,Private (through parent/caregiver),,,
573,08222c2c-4752-4144-a76d-ed1f1912b5f6,Do not know,Yes,N/A,,Yes,Private (through parent/caregiver),1,Not employed and looking for work,68.0
574,0824a378-c5e2-4b03-982d-752989598303,,,,,,Medicaid or CHIP,,,
575,082f4ae1-9ec8-413f-92b0-005fa7133398,,,,,,Private (through parent/caregiver),,,
576,083edf45-1d0e-4c97-b26e-1dee9b9d97ad,,,,,,Private (through parent/caregiver),,,
577,0841461c-55a8-433b-8281-9aa3abcc984a,,,,,,Medicaid or CHIP,,,
578,08452571-132d-456d-8c22-9798ed7df7be,,,,,,Private (through parent/caregiver),,,
579,08456f1d-6e87-4e28-8d60-372decc53314,,,,,,Private (through parent/caregiver),,,
580,084876f6-bf3b-4148-90e1-42783bd36677,,,,,,Medicaid or CHIP,,,
581,084de49f-64c0-45d4-bca6-9426b182aa2b,,,,,,Private (through parent/caregiver),,,
582,084f6f5a-a904-4f45-a4c8-f0d8e573a7d7,,,,,,Private (through parent/caregiver),,,
583,08517b75-b2b3-495b-b167-72abde04e883,,,,,,Private (through parent/caregiver),,,
584,08562cdc-be91-49ac-bbd5-d979f7a252e1,,,,,,,,,
585,0858992b-f4c3-457e-9c52-851459ff6a65,,,,,,Private (through parent/caregiver),,,
586,085b26d4-7f27-48fe-bfd7-812dccb7b1da,,,,,,,,,
587,085d369d-0fc6-4b2c-8367-589167e5803b,,,,,,Private (through parent/caregiver),,,
588,085df06b-560d-4dab-a6fb-52f7ba1c1d23,,,,,,Private (through parent/caregiver),,,
589,0860aed2-9fcb-4b26-8d3c-3cb97eeeb469,,,,,,Medicaid or CHIP,,,
